State,Source,Sector,Gas,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
USA.DC,US,Total including LUCF,All GHG,4.604941797,4.552734497,4.538672681,4.721898597,4.720815831,4.667132107,4.648576811,5.369875245,5.145775131,5.120156492,5.381001563,5.124518273,5.247324709,4.917665901,5.132999257,4.898594942,4.114798066,4.273980056,3.985357693,3.882122058,3.878201524,3.803537699,3.304554601,3.532947879,3.663915477,3.613570288,3.420091251,3.249981351,3.51943036,3.483285968,3.084592699
USA.DC,US,Total excluding LUCF,All GHG,4.701475976,4.644862791,4.628949356,4.80483614,4.797355662,4.735802637,4.710830382,5.432987107,5.208180594,5.180973351,5.442068444,5.186264857,5.309306095,4.976017977,5.190882025,4.956700998,4.173013354,4.33152315,4.04281298,3.942418764,3.940209432,3.865831498,3.367206416,3.595164956,3.726451215,3.676629475,3.481626842,3.310139898,3.585016658,3.549013948,3.14782716
USA.DC,US,Industrial Processes ,F-Gas,0.071314859,0.069856773,0.071892149,0.080226768,0.093059391,0.123947765,0.144861808,0.167618364,0.178573534,0.199208132,0.214381774,0.228833876,0.239133525,0.250185795,0.25645217,0.268125318,0.281509937,0.299913045,0.322078861,0.366475229,0.371162286,0.429553469,0.366160048,0.41869279,0.357993955,0.367390751,0.372968222,0.375076311,0.379532448,0.391704237,0.401645816
USA.DC,US,Industrial Processes ,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.DC,US,Waste ,CH4,0.048469187,0.048112788,0.04784815,0.047666867,0.047181472,0.046483085,0.0458313,0.045459686,0.045259026,0.045658024,0.045804796,0.046001612,0.045893836,0.045521021,0.045461127,0.045411643,0.045695498,0.045993605,0.046460584,0.047420806,0.048466065,0.049667783,0.050904654,0.052171551,0.053135936,0.05420978,0.0550555,0.055816423,0.056382371,0.056711146,0.057076514
USA.DC,US,Industrial Processes ,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.DC,US,Electricity/Heat ,N2O,0.000972851,0.000553744,0.000276604,0.000533539,0.000738623,0.000529606,0.000322198,0.000215096,0.000626336,0.000606311,0.000411419,0.000373334,0.000645468,0.00019811,0.000134994,0.000561432,0.000239771,0.000204011,0.000168966,8.80E-05,0.000448609,0.00031155,2.63E-05,0,0,0,0,0,0,0,0
USA.DC,US,Residential,N2O,0.002062196,0.002121918,0.002199499,0.002680048,0.002510474,0.002577479,0.002734341,0.002091728,0.001810687,0.001837218,0.00197549,0.001432209,0.00160723,0.001694383,0.001740287,0.000830964,0.000540578,0.000643227,0.000558893,0.000584238,0.000618204,0.000402619,0.000524429,0.000543463,0.000574502,0.000570944,0.00034562,0.000357934,0.000486801,0.000345629,0.000322326
USA.DC,US,Commercial,N2O,0.002067581,0.002168594,0.00205052,0.002322782,0.002401689,0.002002182,0.002160518,0.00192365,0.001512806,0.00135506,0.001660286,0.001906527,0.001475154,0.001319544,0.001572653,0.001541131,0.000899528,0.001077395,0.000951136,0.001006912,0.000916448,0.000834281,0.000601456,0.000603566,0.000623207,0.000680674,0.000632931,0.000595088,0.000641239,0.00058894,0.000534317
USA.DC,US,Transportation ,N2O,0.07773185,0.076001497,0.08129717,0.079006888,0.085630797,0.080382074,0.076295302,0.078904396,0.072776151,0.069735316,0.068666233,0.076828931,0.065508401,0.080277994,0.065284947,0.05921532,0.056427804,0.044171144,0.043359519,0.039249933,0.031649529,0.031142968,0.027688027,0.026501932,0.026286937,0.020515595,0.019195956,0.017860789,0.016228267,0.01774648,0.013541862
USA.DC,US,Industry,N2O,8.79E-05,5.87E-05,7.33E-05,5.11E-05,8.04E-05,5.79E-05,5.53E-05,7.38E-05,4.36E-05,0.00016264,5.72E-05,0.00015431,0.000161406,0.000249941,0.000172262,0.000143448,0.000143575,9.93E-05,8.91E-05,8.19E-05,3.66E-05,5.31E-05,5.26E-05,4.63E-05,5.74E-05,4.97E-05,7.13E-05,4.29E-05,4.88E-05,5.00E-05,5.50E-05
USA.DC,US,Fugitive Emissions ,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.DC,US,Agriculture ,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.DC,US,Land-Use Change and Forestry ,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.DC,US,Waste ,N2O,0.017697845,0.017711594,0.017757266,0.017689988,0.017792046,0.017389676,0.017282898,0.017006815,0.017067095,0.017490641,0.017546866,0.017347123,0.017443728,0.017438158,0.017551167,0.017260452,0.017504996,0.017481649,0.017381258,0.017598671,0.017986584,0.018062244,0.018686615,0.019138178,0.019739489,0.020348868,0.020734055,0.021112022,0.021418414,0.021302865,0.021448443
USA.DC,US,Industrial Processes ,CO2,0.007312355,0.007057674,0.007064526,0.007120367,0.007123509,0.007421121,0.007354276,0.832573431,0.793354606,0.673272305,0.757671035,0.709911006,0.735979219,0.607533873,0.76565359,0.620855973,0.570491135,0.528059137,0.519730106,0.280227456,0.247142344,0.246984925,0.246926114,0.247180565,0.247232038,0.247074417,0.247269671,0.247163802,0.24719063,0.247119656,0.246883492
USA.DC,US,Total including LUCF,CO2,4.356612668,4.308689464,4.287802429,4.461036324,4.441611625,4.365921555,4.330990251,5.03268314,4.807402275,4.76401425,5.009542654,4.733016793,4.858052316,4.502051394,4.726389549,4.49390804,3.702510883,3.85512194,3.545743321,3.401143247,3.39886347,3.266030112,2.833198514,3.008009685,3.198028909,3.143070089,2.945063966,2.773059074,3.03844737,2.988747687,2.5845778
USA.DC,US,Total including LUCF,CH4,7.64E-02,7.56E-02,0.075323748,7.84E-02,7.70E-02,7.43E-02,7.39E-02,6.94E-02,0.065962606,0.065746926,0.066759593,0.064625171,0.063297481,0.064250582,0.063701228,0.057008837,0.055020994,0.055268296,0.055026676,0.055893935,0.056519795,0.057147391,0.057616617,0.059411969,0.060611096,0.060943679,0.061079198,0.061877232,0.06262701,0.062800146,0.062467182
USA.DC,US,Total including LUCF,N2O,0.100620257,0.098616088,0.103654355,0.102284395,0.10915401,0.102938897,0.098850588,0.100215506,0.093836716,0.091187185,0.090317543,0.098042433,0.086841387,0.10117813,0.08645631,0.079552747,0.075756252,0.063676774,0.062508834,0.058609648,0.051655973,0.050806728,0.047579422,0.046833435,0.047281518,0.042165769,0.040979866,0.039968734,0.03882353,0.040033899,0.035901902
USA.DC,US,Total including LUCF,F-Gas,0.071314859,0.069856773,0.071892149,0.080226768,0.093059391,0.123947765,0.144861808,0.167618364,0.178573534,0.199208132,0.214381774,0.228833876,0.239133525,0.250185795,0.25645217,0.268125318,0.281509937,0.299913045,0.322078861,0.366475229,0.371162286,0.429553469,0.366160048,0.41869279,0.357993955,0.367390751,0.372968222,0.375076311,0.379532448,0.391704237,0.401645816
USA.FL,US,Electricity/Heat ,CO2,86.61006652,92.80679841,90.74940131,94.679872,96.40631226,98.6393027,103.4875069,107.3845325,118.2848816,114.8247286,117.2974234,118.1477361,120.8783396,125.7270684,126.0620797,126.5493604,123.3529335,124.5876423,117.3263219,110.6886113,119.7706543,110.7523677,107.3131198,104.9785589,109.5763204,107.9448171,106.1628229,103.2309308,100.6969486,94.32439915,92.26119177
USA.FL,US,Residential,CO2,1.539326875,1.580388779,1.746046622,1.672207251,1.571701439,1.490596527,1.656019757,1.368393474,1.448823411,1.417240203,1.518173976,1.428263023,1.382656428,1.410542763,1.54756838,1.495413988,1.423960225,1.316278049,1.32887071,1.43260232,1.615134419,1.343617779,1.108709857,1.143585872,1.257822655,1.169164075,1.191043556,1.213606644,1.360831855,1.305451694,1.354545076
USA.FL,US,Commercial,CO2,6.258573789,5.983812234,5.966758917,4.783505127,4.357562221,4.338149385,4.165851901,3.641052402,3.558140708,3.63985982,4.80963724,4.905117528,5.013917835,4.958705216,5.862633948,5.664302678,5.186892939,4.687287146,4.799435069,4.810064056,5.275402606,4.715499267,4.679255929,5.133616504,5.25918056,6.688563252,7.18153143,6.806079556,6.939038502,6.826143741,6.405641138
USA.FL,US,Industry,CO2,11.48221853,10.73572945,12.2669951,13.51001229,14.30816424,15.38865566,15.18997461,14.27961825,14.3598684,14.50414764,13.66147956,13.22273049,12.01240266,13.01366775,11.92099544,12.17926689,12.16425975,10.92080392,10.72562193,9.582289319,10.96675633,9.519603268,9.887212781,10.35838007,10.12640555,10.88010446,11.06617587,11.35908717,11.22744904,11.31261403,10.68306238
USA.FL,US,Transportation ,CO2,75.35130082,71.31066987,73.96867747,72.30417458,78.3357368,81.00486457,81.79634813,83.98138659,85.50897036,88.89527205,94.67589327,92.81354079,95.02892789,96.06321683,102.9726276,105.6361898,108.3695323,106.8220661,97.53056621,92.70004661,96.9181193,95.31289298,94.08812098,96.13906075,96.46361715,100.017324,102.7556767,104.8450078,108.3848325,108.1711331,91.88100693
USA.FL,US,Land-Use Change and Forestry ,CO2,-26.52375117,-24.63883941,-26.89739807,-30.84922844,-21.06549387,-27.36519472,-19.41971797,-24.66023652,-22.20824301,-18.88506433,-9.434577875,-10.87471604,-7.236889601,-9.130729924,-10.16355021,-9.602225624,-5.338515938,-9.521449175,-11.12336164,-15.13591903,-19.71377944,-12.78068229,-10.25472901,-20.68518677,-25.66752163,-23.23705695,-16.0370363,-15.95416518,-17.6524838,-19.0630389,-12.06170762
USA.FL,US,Fugitive Emissions ,CO2,0.013832001,0.023374563,0.011902708,0.009923519,0.010640001,0.001355407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.FL,US,Agriculture ,CO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.FL,US,Waste ,CO2,1.428600295,1.315584218,1.812171676,1.946783446,2.350788629,2.343876204,2.520863964,1.937270313,1.870429427,2.041196772,2.127875094,3.09579187,4.101507274,4.175948507,4.348489866,4.164850397,3.716698573,3.703996451,3.942095034,2.440014797,2.666504381,2.728223591,2.761770888,2.844548936,2.92832863,3.010485348,3.114575701,3.143417537,3.320056317,3.320056317,3.320056317
USA.FL,US,Bunker Fuels ,CO2,6.137515652,5.878697158,5.966582752,6.449952822,5.94747594,5.497513089,5.64757423,6.639154617,6.553784511,5.903386584,6.295976737,6.245403088,6.295524148,4.84333736,8.095820018,7.883412691,7.888979848,7.783035964,6.197957188,4.842222894,10.33909526,10.319614,9.497026343,8.950362749,10.11006702,10.43243075,10.12781866,10.60853022,12.9574743,11.11650163,4.592057622
USA.FL,US,Electricity/Heat ,CH4,0.040928689,0.045485178,0.043371911,0.047729429,0.048459715,0.046036527,0.050577198,0.054992007,0.062773522,0.061781551,0.060241034,0.059369225,0.060918943,0.067007339,0.066631117,0.067666523,0.059294547,0.058322214,0.052432223,0.050523066,0.054278345,0.049420292,0.047672258,0.046526677,0.053298955,0.051547339,0.047085916,0.048279926,0.050311204,0.046407063,0.043346194
USA.FL,US,Residential,CH4,0.185253038,0.193957246,0.204212195,0.078660163,0.074594747,0.073758066,0.076829802,0.049533892,0.044831412,0.045846155,0.049269021,0.039127113,0.038661538,0.040460868,0.041736074,0.020098658,0.018098912,0.01920984,0.021045749,0.108135973,0.116062651,0.111877548,0.093370348,0.120947551,0.122674592,0.005102585,0.005234926,0.004837989,0.005853176,0.00578303,0.005409974
USA.FL,US,Commercial,CH4,0.039008635,0.038715936,0.039602914,0.023759561,0.021862718,0.021956168,0.021546169,0.017968475,0.016713019,0.017434327,0.020959887,0.019677136,0.019979181,0.020118001,0.023079794,0.018472956,0.017123674,0.015554691,0.016066772,0.028143522,0.029383163,0.026927784,0.025021524,0.028178213,0.028993422,0.019768933,0.021457405,0.020052245,0.020432555,0.020112522,0.019028537
USA.FL,US,Industry,CH4,0.078667452,0.076932924,0.083698711,0.086337663,0.084752573,0.08580624,0.087569965,0.086852799,0.074420334,0.070389723,0.068277248,0.06775867,0.068999717,0.076408983,0.072747031,0.071489824,0.073612467,0.070732591,0.075561914,0.0747907,0.083619966,0.082012143,0.079032915,0.079944682,0.073699546,0.079384438,0.074650373,0.072866591,0.070478624,0.070999759,0.06100557
USA.FL,US,Transportation ,CH4,0.355081062,0.348167799,0.354433086,0.346201456,0.33432747,0.332541821,0.324532767,0.322485831,0.315005317,0.281050952,0.27767213,0.266610711,0.278170593,0.250692577,0.271648843,0.261971883,0.245631862,0.259295555,0.22391758,0.205893163,0.21504122,0.207944547,0.18578609,0.184661583,0.190354972,0.223024067,0.215775925,0.21406052,0.237328,0.220549042,0.165535947
USA.FL,US,Fugitive Emissions ,CH4,0.104973977,0.09860145,0.099391088,0.103575081,0.11466467,0.099585851,0.111162933,0.11083875,0.10496878,0.089313325,0.084101298,0.079889543,0.065850154,0.060381388,0.055349619,0.048091248,0.047283485,0.041375897,0.039255674,0.012694239,0.031032539,0.047817983,0.042939813,0.042133678,0.04042327,0.038469563,0.034006513,0.033850072,0.027456206,0.027119195,0.024408669
USA.FL,US,Agriculture ,CH4,4.398188643,4.448749932,4.490979521,4.597987292,4.746993148,4.792659617,4.662704302,4.627490901,4.502700925,4.390985012,4.397737207,4.301793773,4.224722115,4.207243342,4.14264777,4.087296157,4.084595312,4.183008924,4.058895312,4.059018379,4.033200492,4.039348406,4.070240496,4.108087521,3.990845338,4.075831865,3.989813572,3.984410619,3.909066001,4.013640495,3.946565238
USA.FL,US,Land-Use Change and Forestry ,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.FL,US,Fugitive Emissions ,All GHG,0.118805978,0.121976013,0.111293796,0.113498599,0.12530467,0.100941258,0.111162933,0.11083875,0.10496878,0.089313325,0.084101298,0.079889543,0.065850154,0.060381388,0.055349619,0.048091248,0.047283485,0.041375897,0.039255674,0.012694239,0.031032539,0.047817983,0.042939813,0.042133678,0.04042327,0.038469563,0.034006513,0.033850072,0.027456206,0.027119195,0.024408669
USA.FL,US,Transportation ,All GHG,78.01478829,74.07349566,76.94359503,75.34407451,81.42550459,84.23260529,85.06245083,87.29980942,88.87710891,92.08631143,97.94867927,95.96022808,98.35706321,99.30156107,106.1508706,108.6526318,111.2129485,109.7032855,100.1913102,95.07502009,99.1265311,97.37374909,95.96469042,97.94266756,98.25319527,101.8875097,104.5772311,106.5973996,110.1430265,109.9596862,93.30784075
USA.FL,US,Industry,All GHG,11.68948101,10.93791879,12.48768615,13.73785862,14.53133859,15.6153616,15.42062026,14.50843469,14.55689331,14.69016797,13.84253187,13.40283965,12.19550201,13.21730693,12.11497344,12.37009286,12.36020572,11.10854387,10.9256708,9.779773419,11.1874796,9.734722677,10.09421235,10.56796721,10.31997425,11.08899949,11.26267503,11.55116,11.41309998,11.49920451,10.84317222
USA.FL,US,Residential,All GHG,1.755823714,1.807068341,1.984711691,1.76525548,1.659798106,1.577618147,1.746676288,1.427268388,1.502312382,1.471881163,1.576749858,1.474786919,1.428764303,1.458700712,1.597536823,1.520164479,1.446305982,1.339740671,1.354441154,1.55938224,1.751119031,1.474434752,1.217779903,1.284591197,1.400911699,1.175938914,1.198023115,1.220214059,1.36870699,1.313183576,1.361869226
USA.FL,US,Commercial,All GHG,6.312234372,6.036250695,6.020012871,4.816233999,4.387310603,4.368011288,4.194602932,3.665384723,3.580838947,3.663711723,4.83839823,4.932821413,5.041475507,4.986423274,5.895358537,5.691095654,5.211916412,4.709502778,4.822473586,4.847148565,5.314514116,4.750762879,4.712135018,5.170516745,5.296951512,6.718711721,7.214395175,6.836629566,6.970085105,6.856680342,6.434688047
USA.FL,US,Electricity/Heat ,All GHG,86.97464666,93.19357249,91.1269322,9.51E+01,96.80605776,99.03380089,103.9193258,107.83107,118.7605977,115.2826375,117.7674732,118.6041237,121.3308867,126.1999941,126.5238183,127.0022491,123.7836964,125.0241341,117.7317694,111.0419005,120.1567441,111.0907762,107.6163033,105.2887656,109.9246235,108.2506027,106.4415407,103.5037983,100.9426172,94.52163021,92.43049609
USA.FL,US,Bunker Fuels ,All GHG,6.137515652,5.878697158,5.966582752,6.449952822,5.94747594,5.497513089,5.64757423,6.639154617,6.553784511,5.903386584,6.295976737,6.245403088,6.295524148,4.84333736,8.095820018,7.883412691,7.888979848,7.783035964,6.197957188,4.842222894,10.33909526,10.319614,9.497026343,8.950362749,10.11006702,10.43243075,10.12781866,10.60853022,12.9574743,11.11650163,4.592057622
USA.FL,US,Land-Use Change and Forestry ,All GHG,-26.52375117,-24.63883941,-26.89739807,-30.84922844,-21.06549387,-27.36519472,-19.41971797,-24.66023652,-22.20824301,-18.88506433,-9.434577875,-10.87471604,-7.236889601,-9.130729924,-10.16355021,-9.602225624,-5.338515938,-9.521449175,-11.12336164,-15.13591903,-19.71377944,-12.78068229,-10.25472901,-20.68518677,-25.66752163,-23.23705695,-16.0370363,-15.95416518,-17.6524838,-19.0630389,-12.06170762
USA.FL,US,Waste ,All GHG,9.915410932,9.997681396,10.86705076,11.05942383,11.28447589,11.67636751,12.0473719,11.64352018,11.64889984,11.34597498,11.66926051,11.73204545,13.33258108,14.10471265,14.36878298,13.86943719,13.42557804,12.20698634,13.25242276,11.68311553,12.05751544,11.93431865,11.13423967,11.43289296,12.28324923,12.51511822,12.39797748,12.21221655,11.88654233,11.90706034,12.66053148
USA.FL,US,Agriculture ,All GHG,9.361508334,9.153228397,9.175758569,9.650564677,9.03006716,9.328420787,9.21294124,8.929631486,8.752334968,8.719566695,8.578980687,8.599770941,8.357045389,8.321735973,8.308106936,8.141361453,8.193432623,8.325373471,7.839811245,7.916571117,8.045577985,7.685419519,7.580404837,8.204159232,8.002045585,7.796903912,7.289495796,7.216238222,7.133768526,7.567713369,7.318878472
USA.FL,US,Industrial Processes ,All GHG,2.684152825,2.642389694,2.844328922,3.45197393,4.28031247,5.706657011,6.774594203,8.629399844,9.325472205,10.04333492,10.75970952,11.40769573,11.90562956,12.26512195,13.0168322,13.42385887,14.01856073,14.30138651,14.22300577,14.84181375,12.44566764,11.42907269,14.13839788,14.75282303,16.44916781,17.08346256,17.6189312,17.88110876,18.16328535,18.74829933,19.13507021
USA.FL,US,Energy ,All GHG,184.86578,186.170282,188.6742317,190.8516684,198.9353143,204.9283385,210.4548391,214.842806,227.38272,227.2840231,236.0579337,234.4546894,238.4195419,245.2243675,252.3379074,255.2843251,254.0623566,251.9265828,235.0649208,222.3159191,237.5674205,224.4722636,219.6480608,220.2966419,225.2360796,229.1602321,230.7278716,229.7430516,230.8649919,224.1775041,204.402475
USA.FL,US,Total excluding LUCF,F-Gas,1.264457183,1.228201416,1.32859738,1.647054151,2.309782817,3.643377044,4.544613228,5.415556698,5.980944874,6.682041502,7.228852568,7.7620139,8.113491543,8.424624752,8.687326167,8.979156838,9.360975492,9.780073892,10.29192186,12.09953417,9.188989268,8.372558307,10.68018901,10.70256716,12.2229193,12.66773463,12.99910537,13.19830975,13.46061449,13.96517053,14.4519655
USA.FL,US,Total excluding LUCF,N2O,8.20287078,8.069193273,8.290472225,8.732461504,8.052818182,8.449277861,8.557950279,8.3564744,8.371981239,8.302704017,8.261924239,8.272211685,8.3090351,8.271664776,8.244900493,7.959778602,7.850958419,7.91002015,7.341852453,7.084206022,7.115986343,6.555063916,6.227234536,6.763875966,6.698213201,6.425671392,5.949262325,5.816803383,5.775394414,6.107441379,5.584693395
USA.FL,US,Total excluding LUCF,CH4,13.25590968,13.49564098,13.90461504,13.92271715,13.85613361,14.27704846,14.34063667,14.46722974,14.3808597,13.72441569,13.95376816,12.90111425,13.38238158,14.03000184,14.05550188,13.64596091,13.61613149,12.51084854,13.16239148,13.17777126,13.34195627,13.16473326,12.29728053,12.57206711,13.21148624,13.33612463,12.99425642,12.75657345,12.18075158,12.28503833,12.89168795
USA.FL,US,Total excluding LUCF,CO2,184.1036145,185.1705458,188.0376853,190.711398,199.3114352,205.2700804,211.0465462,215.8060967,228.3756412,228.6837385,237.6213395,237.2588616,242.2098897,249.1896467,257.043901,260.1340863,258.8718625,256.5593866,239.5839948,224.395908,240.4692497,227.428719,223.2963991,224.6480069,229.8379234,234.1261862,236.091652,235.2809285,236.6318276,230.0429269,210.5886083
USA.FL,US,Total including LUCF,All GHG,180.3031009,183.3247421,184.6639719,184.1644024,202.464676,204.2745891,219.0700284,219.385121,234.9011841,238.5078354,257.6313066,255.3194854,264.7779083,270.7852081,277.8680793,281.116757,284.361412,277.23888,259.256799,241.6215004,250.4024021,242.7403922,242.2463742,234.0013304,236.3030205,243.3186599,251.9972398,251.0984499,250.3961043,243.3375382,231.4552475
USA.FL,US,Total excluding LUCF,All GHG,206.8268521,207.9635815,211.56137,215.0136308,223.5301698,231.6397838,238.4897464,244.0453575,257.1094271,257.3928997,267.0658845,266.1942015,272.0147979,279.9159381,288.0316295,290.7189826,289.6999279,286.7603291,270.3801606,256.7574195,270.1161816,255.5210744,252.5011032,254.6865172,261.9705422,266.5557168,268.0342761,267.0526151,268.0485881,262.4005771,243.5169552
USA.FL,US,Industrial Processes ,F-Gas,1.264457183,1.228201416,1.32859738,1.647054151,2.309782817,3.643377044,4.544613228,5.415556698,5.980944874,6.682041502,7.228852568,7.7620139,8.113491543,8.424624752,8.687326167,8.979156838,9.360975492,9.780073892,10.29192186,12.09953417,9.188989268,8.372558307,10.68018901,10.70256716,12.2229193,12.66773463,12.99910537,13.19830975,13.46061449,13.96517053,14.4519655
USA.FL,US,Industrial Processes ,N2O,0.104973977,0.09860145,0.099391088,0.103575081,0.11466467,0.099585851,0.111162933,0.11083875,0.10496878,0.089313325,0.084101298,0.079889543,0.065850154,0.060381388,0.055349619,0.048091248,0.047283485,0.041375897,0.039255674,0.012694239,0.031032539,0.047817983,0.042939813,0.042133678,0.04042327,0.038469563,0.034006513,0.033850072,0.027456206,0.027119195,0.024408669
USA.FL,US,Waste ,CH4,8.053808184,8.245030516,8.588925611,8.638466506,8.430478566,8.824704169,9.005713532,9.197067082,9.259446394,8.767614647,8.995510335,8.066888082,8.625079344,9.307689343,9.381661631,9.070873661,9.070491234,7.863348824,8.675216257,8.638572221,8.779337893,8.599384559,7.75321709,7.961587201,8.711196147,8.842995843,8.606231785,8.378215487,7.859825815,7.880427224,8.626387825
USA.FL,US,Industrial Processes ,CH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.FL,US,Electricity/Heat ,N2O,0.323651456,0.341288904,0.33415898,0.347145728,0.351285791,0.348461669,0.381241744,0.391545538,0.412942581,0.396127365,0.409808778,0.397018427,0.391628173,0.405918331,0.395107511,0.385222124,0.371468348,0.378169647,0.353015234,0.30276612,0.331811491,0.288988218,0.255511235,0.263679957,0.295004215,0.254238313,0.231631916,0.224587515,0.195357399,0.150823998,0.125958133
USA.FL,US,Residential,N2O,0.031243801,0.032722316,0.034452874,0.014388066,0.013501921,0.013263554,0.013826729,0.009341022,0.008657559,0.008794805,0.009306862,0.007396783,0.007446338,0.007697081,0.008232369,0.004651834,0.004246846,0.004252782,0.004524695,0.018643947,0.019921962,0.018939426,0.015699698,0.020057775,0.020414451,0.001672254,0.001744632,0.001769426,0.00202196,0.001948851,0.001914176
USA.FL,US,Commercial,N2O,0.014651948,0.013722525,0.01365104,0.008969311,0.007885664,0.007905734,0.007204862,0.006363847,0.00598522,0.006417576,0.007801104,0.008026749,0.007578492,0.007600058,0.009644794,0.00832002,0.007899798,0.006660941,0.006971746,0.008940986,0.009728347,0.008335829,0.007857566,0.008722028,0.00877753,0.010379537,0.01140634,0.010497765,0.010614048,0.010424079,0.010018373
USA.FL,US,Transportation ,N2O,2.308406412,2.414657991,2.620484473,2.693698467,2.755440315,2.895198895,2.941569927,2.995936991,3.053133234,2.909988424,2.995113869,2.880076573,3.049964727,2.987651671,2.906594204,2.754470052,2.597784382,2.621923805,2.436826422,2.169080316,1.993370578,1.852911568,1.690783352,1.618945225,1.599223144,1.647161621,1.605778438,1.538331306,1.52086597,1.568004059,1.261297869
USA.FL,US,Industry,N2O,0.128595019,0.125256409,0.136992338,0.141508668,0.138421778,0.140899702,0.143075677,0.141963636,0.122604578,0.115630599,0.112775063,0.112350486,0.11409964,0.127230201,0.12123097,0.119336148,0.122333506,0.11700736,0.124486953,0.1226934,0.137103303,0.133107266,0.127966649,0.129642451,0.119869157,0.129510592,0.121848785,0.119206239,0.115172315,0.115590719,0.099104271
USA.FL,US,Fugitive Emissions ,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.FL,US,Agriculture ,N2O,4.963319692,4.704478465,4.684779048,5.052577384,4.283074012,4.53576117,4.550236938,4.302140585,4.249634043,4.328581683,4.18124348,4.297977168,4.132323274,4.114492632,4.165459166,4.054065296,4.10883731,4.142364547,3.780915933,3.857552739,4.012377493,3.646071113,3.510164341,4.096071711,4.011200247,3.721072047,3.299682224,3.231827603,3.224702525,3.554072873,3.372313234
USA.FL,US,Land-Use Change and Forestry ,N2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USA.FL,US,Waste ,N2O,0.433002452,0.437066663,0.465953472,0.474173879,0.5032087,0.507787137,0.520794401,0.509182781,0.519024024,0.537163564,0.545875084,0.569365499,0.605994457,0.621074803,0.638631479,0.633713128,0.638388229,0.639641069,0.63511147,0.604528515,0.61167317,0.606710497,0.619251696,0.626756819,0.643724456,0.661637028,0.67716999,0.690583529,0.706660198,0.706576799,0.71408734
USA.FL,US,Industrial Processes ,CO2,1.419695642,1.414188278,1.515731543,1.80491978,1.970529653,2.063279966,2.229980974,3.213843147,3.34452733,3.361293416,3.530856951,3.645681831,3.792138019,3.840497195,4.329506036,4.44470203,4.65758524,4.521312618,3.931083907,2.742279585,3.256678368,3.056514385,3.458208873,4.050255869,4.226248509,4.415727928,4.619825832,4.682799012,4.702670856,4.783128798,4.68310471
USA.FL,US,Total including LUCF,CO2,157.5798633,160.5317064,161.1402873,159.8621696,178.2459414,177.9048857,191.6268283,191.1458601,206.1673982,209.7986742,228.1867616,226.3841456,234.9730001,240.0589168,246.8803508,250.5318606,253.5333466,247.0379374,228.4606332,209.259989,220.7554703,214.6480367,213.0416701,203.9628202,204.1704018,210.8891292,220.0546157,219.3267633,218.9793438,210.979888,198.5269007
USA.FL,US,Total including LUCF,CH4,13.25590968,13.49564098,13.90461504,13.92271715,13.85613361,14.27704846,14.34063667,14.46722974,14.3808597,13.72441569,13.95376816,12.90111425,13.38238158,14.03000184,14.05550188,13.64596091,13.61613149,12.51084854,13.16239148,13.17777126,13.34195627,13.16473326,12.29728053,12.57206711,13.21148624,13.33612463,12.99425642,12.75657345,12.18075158,12.28503833,12.89168795
USA.FL,US,Total including LUCF,N2O,8.20287078,8.069193273,8.290472225,8.732461504,8.052818182,8.449277861,8.557950279,8.3564744,8.371981239,8.302704017,8.261924239,8.272211685,8.3090351,8.271664776,8.244900493,7.959778602,7.850958419,7.91002015,7.341852453,7.084206022,7.115986343,6.555063916,6.227234536,6.763875966,6.698213201,6.425671392,5.949262325,5.816803383,5.775394414,6.107441379,5.584693395
